Date,Product_ID,Product_Name,Category,Warehouse_ID,Warehouse_Location,Units_Sold,Stock_Available,Price,Promotion,Lead_Time_Days
2024-02-26,P007,Notebook,Office Supplies,WH01,Delhi,86,113,120,0,3
2024-02-26,P007,Notebook,Office Supplies,WH02,Mumbai,87,185,120,0,2
2024-02-26,P007,Notebook,Office Supplies,WH03,Bangalore,82,116,120,0,5
2024-02-26,P008,Backpack,Accessories,WH01,Delhi,48,112,1800,1,5
2024-02-26,P008,Backpack,Accessories,WH02,Mumbai,47,67,1800,1,6
2024-02-26,P008,Backpack,Accessories,WH03,Bangalore,36,90,1800,0,5
2024-02-27,P001,Laptop,Electronics,WH01,Delhi,21,28,55000,0,2
2024-02-27,P001,Laptop,Electronics,WH02,Mumbai,20,36,55000,0,5
2024-02-27,P001,Laptop,Electronics,WH03,Bangalore,19,32,55000,0,5
2024-02-27,P002,Smartphone,Electronics,WH01,Delhi,37,56,30000,0,6
2024-02-27,P002,Smartphone,Electronics,WH02,Mumbai,31,57,30000,0,7
2024-02-27,P002,Smartphone,Electronics,WH03,Bangalore,37,79,30000,0,4
2024-02-27,P003,Headphones,Electronics,WH01,Delhi,58,116,2500,0,7
2024-02-27,P003,Headphones,Electronics,WH02,Mumbai,50,88,2500,0,5
2024-02-27,P003,Headphones,Electronics,WH03,Bangalore,52,83,2500,0,4
2024-02-27,P004,Office Chair,Furniture,WH01,Delhi,19,30,8500,1,5
2024-02-27,P004,Office Chair,Furniture,WH02,Mumbai,14,33,8500,0,3
2024-02-27,P004,Office Chair,Furniture,WH03,Bangalore,16,34,8500,0,5
2024-02-27,P005,Desk,Furniture,WH01,Delhi,14,19,12000,0,3
2024-02-27,P005,Desk,Furniture,WH02,Mumbai,12,18,12000,0,7
2024-02-27,P005,Desk,Furniture,WH03,Bangalore,15,29,12000,0,5
2024-02-27,P006,Printer,Office Supplies,WH01,Delhi,23,37,15000,1,7
2024-02-27,P006,Printer,Office Supplies,WH02,Mumbai,17,32,15000,0,3
2024-02-27,P006,Printer,Office Supplies,WH03,Bangalore,19,38,15000,0,3
2024-02-27,P007,Notebook,Office Supplies,WH01,Delhi,102,232,120,0,6
2024-02-27,P007,Notebook,Office Supplies,WH02,Mumbai,73,114,120,0,7
2024-02-27,P007,Notebook,Office Supplies,WH03,Bangalore,64,103,120,0,3
2024-02-27,P008,Backpack,Accessories,WH01,Delhi,40,66,1800,0,2
2024-02-27,P008,Backpack,Accessories,WH02,Mumbai,42,55,1800,0,6
2024-02-27,P008,Backpack,Accessories,WH03,Bangalore,40,71,1800,0,5
2024-02-28,P001,Laptop,Electronics,WH01,Delhi,21,35,55000,1,7
2024-02-28,P001,Laptop,Electronics,WH02,Mumbai,15,24,55000,0,2
2024-02-28,P001,Laptop,Electronics,WH03,Bangalore,19,33,55000,0,2
2024-02-28,P002,Smartphone,Electronics,WH01,Delhi,32,51,30000,0,2
2024-02-28,P002,Smartphone,Electronics,WH02,Mumbai,30,51,30000,0,4
2024-02-28,P002,Smartphone,Electronics,WH03,Bangalore,36,66,30000,1,4
2024-02-28,P003,Headphones,Electronics,WH01,Delhi,49,106,2500,0,5
2024-02-28,P003,Headphones,Electronics,WH02,Mumbai,48,65,2500,1,2
2024-02-28,P003,Headphones,Electronics,WH03,Bangalore,51,76,2500,0,7
2024-02-28,P004,Office Chair,Furniture,WH01,Delhi,16,26,8500,0,4
2024-02-28,P004,Office Chair,Furniture,WH02,Mumbai,19,29,8500,0,3
2024-02-28,P004,Office Chair,Furniture,WH03,Bangalore,15,29,8500,0,4
2024-02-28,P005,Desk,Furniture,WH01,Delhi,14,20,12000,0,5
2024-02-28,P005,Desk,Furniture,WH02,Mumbai,13,21,12000,0,2
2024-02-28,P005,Desk,Furniture,WH03,Bangalore,12,18,12000,0,4
2024-02-28,P006,Printer,Office Supplies,WH01,Delhi,14,23,15000,0,7
2024-02-28,P006,Printer,Office Supplies,WH02,Mumbai,16,30,15000,0,2
2024-02-28,P006,Printer,Office Supplies,WH03,Bangalore,16,30,15000,0,6
2024-02-28,P007,Notebook,Office Supplies,WH01,Delhi,79,144,120,0,3
2024-02-28,P007,Notebook,Office Supplies,WH02,Mumbai,84,153,120,0,5
2024-02-28,P007,Notebook,Office Supplies,WH03,Bangalore,56,80,120,0,5
2024-02-28,P008,Backpack,Accessories,WH01,Delhi,62,142,1800,1,6
2024-02-28,P008,Backpack,Accessories,WH02,Mumbai,35,56,1800,0,7
2024-02-28,P008,Backpack,Accessories,WH03,Bangalore,34,78,1800,0,6
2024-02-29,P001,Laptop,Electronics,WH01,Delhi,24,52,55000,1,6
2024-02-29,P001,Laptop,Electronics,WH02,Mumbai,26,39,55000,1,5
2024-02-29,P001,Laptop,Electronics,WH03,Bangalore,20,42,55000,0,7
2024-02-29,P002,Smartphone,Electronics,WH01,Delhi,37,80,30000,0,6
2024-02-29,P002,Smartphone,Electronics,WH02,Mumbai,32,75,30000,0,4
2024-02-29,P002,Smartphone,Electronics,WH03,Bangalore,27,43,30000,0,2
2024-02-29,P003,Headphones,Electronics,WH01,Delhi,60,104,2500,1,3
2024-02-29,P003,Headphones,Electronics,WH02,Mumbai,49,99,2500,0,3
2024-02-29,P003,Headphones,Electronics,WH03,Bangalore,41,99,2500,0,3
2024-02-29,P004,Office Chair,Furniture,WH01,Delhi,11,20,8500,0,6
2024-02-29,P004,Office Chair,Furniture,WH02,Mumbai,15,28,8500,0,7
2024-02-29,P004,Office Chair,Furniture,WH03,Bangalore,15,33,8500,0,3
2024-02-29,P005,Desk,Furniture,WH01,Delhi,12,17,12000,0,4
2024-02-29,P005,Desk,Furniture,WH02,Mumbai,11,14,12000,0,4
2024-02-29,P005,Desk,Furniture,WH03,Bangalore,15,28,12000,1,6
2024-02-29,P006,Printer,Office Supplies,WH01,Delhi,26,57,15000,1,3
2024-02-29,P006,Printer,Office Supplies,WH02,Mumbai,20,47,15000,0,2
2024-02-29,P006,Printer,Office Supplies,WH03,Bangalore,16,24,15000,0,6
2024-02-29,P007,Notebook,Office Supplies,WH01,Delhi,83,180,120,0,3
2024-02-29,P007,Notebook,Office Supplies,WH02,Mumbai,82,169,120,0,6
2024-02-29,P007,Notebook,Office Supplies,WH03,Bangalore,80,160,120,0,5
2024-02-29,P008,Backpack,Accessories,WH01,Delhi,39,59,1800,0,7
2024-02-29,P008,Backpack,Accessories,WH02,Mumbai,42,81,1800,1,7
2024-02-29,P008,Backpack,Accessories,WH03,Bangalore,35,87,1800,0,2
2024-03-01,P001,Laptop,Electronics,WH01,Delhi,18,24,55000,0,4
2024-03-01,P001,Laptop,Electronics,WH02,Mumbai,22,51,55000,0,6
2024-03-01,P001,Laptop,Electronics,WH03,Bangalore,18,26,55000,0,7
2024-03-01,P002,Smartphone,Electronics,WH01,Delhi,29,64,30000,0,4
2024-03-01,P002,Smartphone,Electronics,WH02,Mumbai,35,50,30000,1,4
2024-03-01,P002,Smartphone,Electronics,WH03,Bangalore,32,54,30000,0,6
2024-03-01,P003,Headphones,Electronics,WH01,Delhi,60,82,2500,0,6
2024-03-01,P003,Headphones,Electronics,WH02,Mumbai,55,134,2500,0,5
2024-03-01,P003,Headphones,Electronics,WH03,Bangalore,51,68,2500,0,7
2024-03-01,P004,Office Chair,Furniture,WH01,Delhi,17,38,8500,0,4
2024-03-01,P004,Office Chair,Furniture,WH02,Mumbai,15,28,8500,0,3
2024-03-01,P004,Office Chair,Furniture,WH03,Bangalore,16,30,8500,0,4
2024-03-01,P005,Desk,Furniture,WH01,Delhi,14,30,12000,0,4
2024-03-01,P005,Desk,Furniture,WH02,Mumbai,16,30,12000,1,5
2024-03-01,P005,Desk,Furniture,WH03,Bangalore,14,23,12000,0,2
2024-03-01,P006,Printer,Office Supplies,WH01,Delhi,19,38,15000,0,4
2024-03-01,P006,Printer,Office Supplies,WH02,Mumbai,20,31,15000,0,3
2024-03-01,P006,Printer,Office Supplies,WH03,Bangalore,21,32,15000,1,5
2024-03-01,P007,Notebook,Office Supplies,WH01,Delhi,80,154,120,0,5
2024-03-01,P007,Notebook,Office Supplies,WH02,Mumbai,93,155,120,0,7
2024-03-01,P007,Notebook,Office Supplies,WH03,Bangalore,88,169,120,0,6
2024-03-01,P008,Backpack,Accessories,WH01,Delhi,56,82,1800,0,4
2024-03-01,P008,Backpack,Accessories,WH02,Mumbai,41,58,1800,0,5
2024-03-01,P008,Backpack,Accessories,WH03,Bangalore,55,95,1800,1,2
2024-03-02,P001,Laptop,Electronics,WH01,Delhi,18,25,55000,0,6
2024-03-02,P001,Laptop,Electronics,WH02,Mumbai,17,31,55000,0,5
2024-03-02,P001,Laptop,Electronics,WH03,Bangalore,19,40,55000,0,4
2024-03-02,P002,Smartphone,Electronics,WH01,Delhi,27,42,30000,0,3
2024-03-02,P002,Smartphone,Electronics,WH02,Mumbai,28,63,30000,0,6
2024-03-02,P002,Smartphone,Electronics,WH03,Bangalore,28,51,30000,0,6
2024-03-02,P003,Headphones,Electronics,WH01,Delhi,38,84,2500,0,3
2024-03-02,P003,Headphones,Electronics,WH02,Mumbai,43,104,2500,0,6
2024-03-02,P003,Headphones,Electronics,WH03,Bangalore,50,69,2500,1,2
2024-03-02,P004,Office Chair,Furniture,WH01,Delhi,17,22,8500,0,3
2024-03-02,P004,Office Chair,Furniture,WH02,Mumbai,16,21,8500,0,6
2024-03-02,P004,Office Chair,Furniture,WH03,Bangalore,12,22,8500,0,2
2024-03-02,P005,Desk,Furniture,WH01,Delhi,18,32,12000,1,7
2024-03-02,P005,Desk,Furniture,WH02,Mumbai,11,15,12000,0,3
2024-03-02,P005,Desk,Furniture,WH03,Bangalore,16,40,12000,1,7
2024-03-02,P006,Printer,Office Supplies,WH01,Delhi,16,29,15000,0,2
2024-03-02,P006,Printer,Office Supplies,WH02,Mumbai,21,47,15000,1,7
2024-03-02,P006,Printer,Office Supplies,WH03,Bangalore,22,38,15000,1,3
2024-03-02,P007,Notebook,Office Supplies,WH01,Delhi,76,124,120,0,4
2024-03-02,P007,Notebook,Office Supplies,WH02,Mumbai,75,121,120,0,2
2024-03-02,P007,Notebook,Office Supplies,WH03,Bangalore,74,133,120,0,6
2024-03-02,P008,Backpack,Accessories,WH01,Delhi,48,70,1800,1,2
2024-03-02,P008,Backpack,Accessories,WH02,Mumbai,38,83,1800,0,3
2024-03-02,P008,Backpack,Accessories,WH03,Bangalore,31,52,1800,0,6
2024-03-03,P001,Laptop,Electronics,WH01,Delhi,22,33,55000,0,2
2024-03-03,P001,Laptop,Electronics,WH02,Mumbai,21,40,55000,0,7
2024-03-03,P001,Laptop,Electronics,WH03,Bangalore,20,34,55000,0,5
2024-03-03,P002,Smartphone,Electronics,WH01,Delhi,32,76,30000,0,2
2024-03-03,P002,Smartphone,Electronics,WH02,Mumbai,30,45,30000,0,5
2024-03-03,P002,Smartphone,Electronics,WH03,Bangalore,27,36,30000,0,7
2024-03-03,P003,Headphones,Electronics,WH01,Delhi,37,56,2500,0,7
2024-03-03,P003,Headphones,Electronics,WH02,Mumbai,43,64,2500,0,2
2024-03-03,P003,Headphones,Electronics,WH03,Bangalore,49,84,2500,0,4
2024-03-03,P004,Office Chair,Furniture,WH01,Delhi,18,24,8500,0,3
2024-03-03,P004,Office Chair,Furniture,WH02,Mumbai,12,26,8500,0,5
2024-03-03,P004,Office Chair,Furniture,WH03,Bangalore,14,26,8500,0,4
2024-03-03,P005,Desk,Furniture,WH01,Delhi,13,20,12000,0,6
2024-03-03,P005,Desk,Furniture,WH02,Mumbai,13,18,12000,0,2
2024-03-03,P005,Desk,Furniture,WH03,Bangalore,13,27,12000,0,2
2024-03-03,P006,Printer,Office Supplies,WH01,Delhi,17,26,15000,0,7
2024-03-03,P006,Printer,Office Supplies,WH02,Mumbai,21,38,15000,1,2
2024-03-03,P006,Printer,Office Supplies,WH03,Bangalore,19,46,15000,0,7
2024-03-03,P007,Notebook,Office Supplies,WH01,Delhi,112,157,120,1,7
2024-03-03,P007,Notebook,Office Supplies,WH02,Mumbai,92,221,120,0,7
2024-03-03,P007,Notebook,Office Supplies,WH03,Bangalore,81,167,120,0,4
2024-03-03,P008,Backpack,Accessories,WH01,Delhi,38,67,1800,0,3
2024-03-03,P008,Backpack,Accessories,WH02,Mumbai,38,63,1800,1,2
2024-03-03,P008,Backpack,Accessories,WH03,Bangalore,34,61,1800,0,6
2024-03-04,P001,Laptop,Electronics,WH01,Delhi,26,60,55000,1,2
2024-03-04,P001,Laptop,Electronics,WH02,Mumbai,21,38,55000,0,2
2024-03-04,P001,Laptop,Electronics,WH03,Bangalore,17,37,55000,0,6
2024-03-04,P002,Smartphone,Electronics,WH01,Delhi,46,60,30000,1,6
2024-03-04,P002,Smartphone,Electronics,WH02,Mumbai,39,62,30000,1,4
2024-03-04,P002,Smartphone,Electronics,WH03,Bangalore,29,72,30000,0,3
2024-03-04,P003,Headphones,Electronics,WH01,Delhi,49,88,2500,0,3
2024-03-04,P003,Headphones,Electronics,WH02,Mumbai,58,101,2500,1,2
2024-03-04,P003,Headphones,Electronics,WH03,Bangalore,52,68,2500,1,7
2024-03-04,P004,Office Chair,Furniture,WH01,Delhi,18,32,8500,1,6
2024-03-04,P004,Office Chair,Furniture,WH02,Mumbai,17,23,8500,0,4
2024-03-04,P004,Office Chair,Furniture,WH03,Bangalore,18,43,8500,0,7
2024-03-04,P005,Desk,Furniture,WH01,Delhi,14,34,12000,0,7
2024-03-04,P005,Desk,Furniture,WH02,Mumbai,16,22,12000,0,5
2024-03-04,P005,Desk,Furniture,WH03,Bangalore,15,34,12000,1,7
2024-03-04,P006,Printer,Office Supplies,WH01,Delhi,21,51,15000,0,6
2024-03-04,P006,Printer,Office Supplies,WH02,Mumbai,19,38,15000,0,7
2024-03-04,P006,Printer,Office Supplies,WH03,Bangalore,15,37,15000,0,5
2024-03-04,P007,Notebook,Office Supplies,WH01,Delhi,99,208,120,0,6
2024-03-04,P007,Notebook,Office Supplies,WH02,Mumbai,88,215,120,0,6
2024-03-04,P007,Notebook,Office Supplies,WH03,Bangalore,75,159,120,0,3
2024-03-04,P008,Backpack,Accessories,WH01,Delhi,42,65,1800,0,2
2024-03-04,P008,Backpack,Accessories,WH02,Mumbai,35,82,1800,0,5
2024-03-04,P008,Backpack,Accessories,WH03,Bangalore,41,57,1800,0,4
2024-03-05,P001,Laptop,Electronics,WH01,Delhi,22,35,55000,0,7
2024-03-05,P001,Laptop,Electronics,WH02,Mumbai,19,47,55000,0,6
2024-03-05,P001,Laptop,Electronics,WH03,Bangalore,18,35,55000,0,5
2024-03-05,P002,Smartphone,Electronics,WH01,Delhi,36,58,30000,0,6
2024-03-05,P002,Smartphone,Electronics,WH02,Mumbai,39,92,30000,1,2
2024-03-05,P002,Smartphone,Electronics,WH03,Bangalore,29,38,30000,0,3
2024-03-05,P003,Headphones,Electronics,WH01,Delhi,62,98,2500,0,6
2024-03-05,P003,Headphones,Electronics,WH02,Mumbai,48,104,2500,0,3
2024-03-05,P003,Headphones,Electronics,WH03,Bangalore,51,74,2500,0,4
2024-03-05,P004,Office Chair,Furniture,WH01,Delhi,19,41,8500,0,6
2024-03-05,P004,Office Chair,Furniture,WH02,Mumbai,19,46,8500,0,2
2024-03-05,P004,Office Chair,Furniture,WH03,Bangalore,15,26,8500,0,6
2024-03-05,P005,Desk,Furniture,WH01,Delhi,15,28,12000,0,7
2024-03-05,P005,Desk,Furniture,WH02,Mumbai,20,46,12000,1,3
2024-03-05,P005,Desk,Furniture,WH03,Bangalore,13,31,12000,0,7
2024-03-05,P006,Printer,Office Supplies,WH01,Delhi,20,38,15000,0,5
2024-03-05,P006,Printer,Office Supplies,WH02,Mumbai,19,29,15000,0,7
2024-03-05,P006,Printer,Office Supplies,WH03,Bangalore,17,23,15000,0,4
2024-03-05,P007,Notebook,Office Supplies,WH01,Delhi,69,127,120,0,3
2024-03-05,P007,Notebook,Office Supplies,WH02,Mumbai,94,154,120,0,2
2024-03-05,P007,Notebook,Office Supplies,WH03,Bangalore,92,128,120,0,6
2024-03-05,P008,Backpack,Accessories,WH01,Delhi,38,69,1800,0,7
2024-03-05,P008,Backpack,Accessories,WH02,Mumbai,41,98,1800,0,6
2024-03-05,P008,Backpack,Accessories,WH03,Bangalore,48,74,1800,1,7
2024-03-06,P001,Laptop,Electronics,WH01,Delhi,21,32,55000,0,6
2024-03-06,P001,Laptop,Electronics,WH02,Mumbai,24,36,55000,0,5
2024-03-06,P001,Laptop,Electronics,WH03,Bangalore,20,48,55000,0,3
2024-03-06,P002,Smartphone,Electronics,WH01,Delhi,35,84,30000,0,2
2024-03-06,P002,Smartphone,Electronics,WH02,Mumbai,31,45,30000,0,4
2024-03-06,P002,Smartphone,Electronics,WH03,Bangalore,31,71,30000,0,2
2024-03-06,P003,Headphones,Electronics,WH01,Delhi,42,62,2500,0,4
2024-03-06,P003,Headphones,Electronics,WH02,Mumbai,53,117,2500,0,3
2024-03-06,P003,Headphones,Electronics,WH03,Bangalore,55,114,2500,0,7
2024-03-06,P004,Office Chair,Furniture,WH01,Delhi,17,35,8500,1,3
2024-03-06,P004,Office Chair,Furniture,WH02,Mumbai,17,37,8500,0,4
2024-03-06,P004,Office Chair,Furniture,WH03,Bangalore,15,23,8500,0,3
2024-03-06,P005,Desk,Furniture,WH01,Delhi,15,23,12000,0,7
2024-03-06,P005,Desk,Furniture,WH02,Mumbai,12,25,12000,0,2
2024-03-06,P005,Desk,Furniture,WH03,Bangalore,12,28,12000,0,5
2024-03-06,P006,Printer,Office Supplies,WH01,Delhi,25,33,15000,1,6
2024-03-06,P006,Printer,Office Supplies,WH02,Mumbai,23,36,15000,1,4
2024-03-06,P006,Printer,Office Supplies,WH03,Bangalore,16,24,15000,0,2
2024-03-06,P007,Notebook,Office Supplies,WH01,Delhi,82,122,120,0,7
2024-03-06,P007,Notebook,Office Supplies,WH02,Mumbai,72,142,120,0,5
2024-03-06,P007,Notebook,Office Supplies,WH03,Bangalore,94,179,120,0,7
2024-03-06,P008,Backpack,Accessories,WH01,Delhi,47,62,1800,1,2
2024-03-06,P008,Backpack,Accessories,WH02,Mumbai,37,60,1800,0,6
2024-03-06,P008,Backpack,Accessories,WH03,Bangalore,37,57,1800,0,4
2024-03-07,P001,Laptop,Electronics,WH01,Delhi,22,36,55000,0,5
2024-03-07,P001,Laptop,Electronics,WH02,Mumbai,29,47,55000,1,3
2024-03-07,P001,Laptop,Electronics,WH03,Bangalore,21,50,55000,0,6
2024-03-07,P002,Smartphone,Electronics,WH01,Delhi,38,65,30000,0,6
2024-03-07,P002,Smartphone,Electronics,WH02,Mumbai,33,65,30000,0,3
2024-03-07,P002,Smartphone,Electronics,WH03,Bangalore,24,54,30000,0,5
2024-03-07,P003,Headphones,Electronics,WH01,Delhi,51,77,2500,0,7
2024-03-07,P003,Headphones,Electronics,WH02,Mumbai,64,143,2500,1,2
2024-03-07,P003,Headphones,Electronics,WH03,Bangalore,50,75,2500,0,3
2024-03-07,P004,Office Chair,Furniture,WH01,Delhi,23,34,8500,1,5
2024-03-07,P004,Office Chair,Furniture,WH02,Mumbai,19,42,8500,0,3
2024-03-07,P004,Office Chair,Furniture,WH03,Bangalore,16,24,8500,0,2
2024-03-07,P005,Desk,Furniture,WH01,Delhi,14,21,12000,0,4
2024-03-07,P005,Desk,Furniture,WH02,Mumbai,12,21,12000,0,4
2024-03-07,P005,Desk,Furniture,WH03,Bangalore,14,35,12000,0,3
2024-03-07,P006,Printer,Office Supplies,WH01,Delhi,21,40,15000,0,6
2024-03-07,P006,Printer,Office Supplies,WH02,Mumbai,23,57,15000,1,4
2024-03-07,P006,Printer,Office Supplies,WH03,Bangalore,20,48,15000,0,4
2024-03-07,P007,Notebook,Office Supplies,WH01,Delhi,115,240,120,0,6
2024-03-07,P007,Notebook,Office Supplies,WH02,Mumbai,99,201,120,0,7
2024-03-07,P007,Notebook,Office Supplies,WH03,Bangalore,85,188,120,0,4
2024-03-07,P008,Backpack,Accessories,WH01,Delhi,49,90,1800,0,6
2024-03-07,P008,Backpack,Accessories,WH02,Mumbai,36,60,1800,0,4
2024-03-07,P008,Backpack,Accessories,WH03,Bangalore,48,104,1800,1,7
2024-03-08,P001,Laptop,Electronics,WH01,Delhi,26,36,55000,1,3
2024-03-08,P001,Laptop,Electronics,WH02,Mumbai,23,52,55000,0,4
2024-03-08,P001,Laptop,Electronics,WH03,Bangalore,20,38,55000,0,5
2024-03-08,P002,Smartphone,Electronics,WH01,Delhi,29,56,30000,0,5
2024-03-08,P002,Smartphone,Electronics,WH02,Mumbai,40,87,30000,1,6
2024-03-08,P002,Smartphone,Electronics,WH03,Bangalore,34,82,30000,0,6
2024-03-08,P003,Headphones,Electronics,WH01,Delhi,51,108,2500,0,4
2024-03-08,P003,Headphones,Electronics,WH02,Mumbai,50,98,2500,0,2
2024-03-08,P003,Headphones,Electronics,WH03,Bangalore,61,102,2500,0,4
2024-03-08,P004,Office Chair,Furniture,WH01,Delhi,16,22,8500,0,2
2024-03-08,P004,Office Chair,Furniture,WH02,Mumbai,17,31,8500,1,7
2024-03-08,P004,Office Chair,Furniture,WH03,Bangalore,14,21,8500,0,7
2024-03-08,P005,Desk,Furniture,WH01,Delhi,13,27,12000,0,7
2024-03-08,P005,Desk,Furniture,WH02,Mumbai,16,29,12000,1,7
2024-03-08,P005,Desk,Furniture,WH03,Bangalore,11,27,12000,0,5
2024-03-08,P006,Printer,Office Supplies,WH01,Delhi,22,33,15000,0,3
2024-03-08,P006,Printer,Office Supplies,WH02,Mumbai,20,48,15000,0,6
2024-03-08,P006,Printer,Office Supplies,WH03,Bangalore,17,23,15000,0,5
2024-03-08,P007,Notebook,Office Supplies,WH01,Delhi,64,128,120,0,4
2024-03-08,P007,Notebook,Office Supplies,WH02,Mumbai,69,131,120,0,2
2024-03-08,P007,Notebook,Office Supplies,WH03,Bangalore,88,213,120,1,7
2024-03-08,P008,Backpack,Accessories,WH01,Delhi,49,66,1800,0,6
2024-03-08,P008,Backpack,Accessories,WH02,Mumbai,46,109,1800,0,7
2024-03-08,P008,Backpack,Accessories,WH03,Bangalore,45,112,1800,0,6
2024-03-09,P001,Laptop,Electronics,WH01,Delhi,30,65,55000,1,2
2024-03-09,P001,Laptop,Electronics,WH02,Mumbai,17,42,55000,0,7
2024-03-09,P001,Laptop,Electronics,WH03,Bangalore,16,37,55000,0,2
2024-03-09,P002,Smartphone,Electronics,WH01,Delhi,24,54,30000,0,3
2024-03-09,P002,Smartphone,Electronics,WH02,Mumbai,31,59,30000,1,2
2024-03-09,P002,Smartphone,Electronics,WH03,Bangalore,24,37,30000,0,5
2024-03-09,P003,Headphones,Electronics,WH01,Delhi,52,94,2500,1,5
2024-03-09,P003,Headphones,Electronics,WH02,Mumbai,44,96,2500,0,7
2024-03-09,P003,Headphones,Electronics,WH03,Bangalore,51,82,2500,1,7
2024-03-09,P004,Office Chair,Furniture,WH01,Delhi,15,33,8500,0,2
2024-03-09,P004,Office Chair,Furniture,WH02,Mumbai,17,41,8500,0,2
2024-03-09,P004,Office Chair,Furniture,WH03,Bangalore,15,33,8500,0,4
2024-03-09,P005,Desk,Furniture,WH01,Delhi,14,33,12000,0,7
2024-03-09,P005,Desk,Furniture,WH02,Mumbai,12,16,12000,0,4
2024-03-09,P005,Desk,Furniture,WH03,Bangalore,11,27,12000,0,7
2024-03-09,P006,Printer,Office Supplies,WH01,Delhi,17,23,15000,0,7
2024-03-09,P006,Printer,Office Supplies,WH02,Mumbai,17,34,15000,0,7
2024-03-09,P006,Printer,Office Supplies,WH03,Bangalore,15,27,15000,0,7
2024-03-09,P007,Notebook,Office Supplies,WH01,Delhi,101,235,120,0,4
2024-03-09,P007,Notebook,Office Supplies,WH02,Mumbai,77,186,120,0,5
2024-03-09,P007,Notebook,Office Supplies,WH03,Bangalore,72,162,120,0,2
2024-03-09,P008,Backpack,Accessories,WH01,Delhi,31,75,1800,0,6
2024-03-09,P008,Backpack,Accessories,WH02,Mumbai,44,96,1800,0,4
2024-03-09,P008,Backpack,Accessories,WH03,Bangalore,36,74,1800,0,4
2024-03-10,P001,Laptop,Electronics,WH01,Delhi,24,45,55000,1,4
2024-03-10,P001,Laptop,Electronics,WH02,Mumbai,17,37,55000,0,5
2024-03-10,P001,Laptop,Electronics,WH03,Bangalore,16,28,55000,0,6
2024-03-10,P002,Smartphone,Electronics,WH01,Delhi,33,58,30000,0,2
2024-03-10,P002,Smartphone,Electronics,WH02,Mumbai,31,63,30000,0,3
2024-03-10,P002,Smartphone,Electronics,WH03,Bangalore,35,47,30000,1,4
2024-03-10,P003,Headphones,Electronics,WH01,Delhi,50,116,2500,0,3
2024-03-10,P003,Headphones,Electronics,WH02,Mumbai,59,91,2500,1,2
2024-03-10,P003,Headphones,Electronics,WH03,Bangalore,56,88,2500,1,6
2024-03-10,P004,Office Chair,Furniture,WH01,Delhi,18,28,8500,0,2
2024-03-10,P004,Office Chair,Furniture,WH02,Mumbai,13,29,8500,0,6
2024-03-10,P004,Office Chair,Furniture,WH03,Bangalore,16,35,8500,1,5
2024-03-10,P005,Desk,Furniture,WH01,Delhi,18,35,12000,1,7
2024-03-10,P005,Desk,Furniture,WH02,Mumbai,12,20,12000,0,3
2024-03-10,P005,Desk,Furniture,WH03,Bangalore,13,31,12000,0,3
2024-03-10,P006,Printer,Office Supplies,WH01,Delhi,15,23,15000,0,2
2024-03-10,P006,Printer,Office Supplies,WH02,Mumbai,17,42,15000,0,2
2024-03-10,P006,Printer,Office Supplies,WH03,Bangalore,12,23,15000,0,3
2024-03-10,P007,Notebook,Office Supplies,WH01,Delhi,74,139,120,0,2
2024-03-10,P007,Notebook,Office Supplies,WH02,Mumbai,88,195,120,0,7
2024-03-10,P007,Notebook,Office Supplies,WH03,Bangalore,80,161,120,0,6
2024-03-10,P008,Backpack,Accessories,WH01,Delhi,37,74,1800,0,6
2024-03-10,P008,Backpack,Accessories,WH02,Mumbai,36,75,1800,0,2
2024-03-10,P008,Backpack,Accessories,WH03,Bangalore,35,69,1800,0,2
2024-03-11,P001,Laptop,Electronics,WH01,Delhi,23,37,55000,0,5
2024-03-11,P001,Laptop,Electronics,WH02,Mumbai,27,51,55000,1,4
2024-03-11,P001,Laptop,Electronics,WH03,Bangalore,24,50,55000,1,7
2024-03-11,P002,Smartphone,Electronics,WH01,Delhi,35,76,30000,0,6
2024-03-11,P002,Smartphone,Electronics,WH02,Mumbai,31,52,30000,0,4
2024-03-11,P002,Smartphone,Electronics,WH03,Bangalore,45,99,30000,1,7
2024-03-11,P003,Headphones,Electronics,WH01,Delhi,57,105,2500,0,6
2024-03-11,P003,Headphones,Electronics,WH02,Mumbai,53,92,2500,0,4
2024-03-11,P003,Headphones,Electronics,WH03,Bangalore,39,89,2500,0,5
2024-03-11,P004,Office Chair,Furniture,WH01,Delhi,21,35,8500,1,4
2024-03-11,P004,Office Chair,Furniture,WH02,Mumbai,17,26,8500,0,6
2024-03-11,P004,Office Chair,Furniture,WH03,Bangalore,14,22,8500,0,7
2024-03-11,P005,Desk,Furniture,WH01,Delhi,20,46,12000,0,5
2024-03-11,P005,Desk,Furniture,WH02,Mumbai,12,17,12000,0,5
2024-03-11,P005,Desk,Furniture,WH03,Bangalore,12,18,12000,0,2
2024-03-11,P006,Printer,Office Supplies,WH01,Delhi,29,71,15000,1,2
2024-03-11,P006,Printer,Office Supplies,WH02,Mumbai,21,39,15000,1,7
2024-03-11,P006,Printer,Office Supplies,WH03,Bangalore,18,36,15000,0,7
2024-03-11,P007,Notebook,Office Supplies,WH01,Delhi,106,252,120,1,3
2024-03-11,P007,Notebook,Office Supplies,WH02,Mumbai,70,166,120,0,3
2024-03-11,P007,Notebook,Office Supplies,WH03,Bangalore,78,118,120,0,5
